event_time,session_id,student_id,course_id,language,level,event_type,question,answer_length,stt_time,llm_time,tts_time,total_time,kpi_ok,subject,chapter_idx,section_idx,confidence,interruptions
2026-04-02T13:29:49.125388,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,4,0.0,0
2026-04-02T13:29:50.217817,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,5,0.0,0
2026-04-02T13:29:54.555129,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,6,0.0,0
2026-04-02T13:29:55.937510,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,7,0.0,0
2026-04-02T13:29:57.063737,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,8,0.0,0
2026-04-02T13:30:00.965403,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,9,0.0,0
2026-04-02T13:30:02.682617,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,10,0.0,0
2026-04-02T13:30:03.806428,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,11,0.0,0
2026-04-02T13:30:05.036226,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,12,0.0,0
2026-04-02T13:30:06.066002,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,13,0.0,0
2026-04-02T13:30:07.177769,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,14,0.0,0
2026-04-02T13:30:07.910380,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,15,0.0,0
2026-04-02T13:30:09.191117,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,16,0.0,0
2026-04-02T13:30:12.131369,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,15,0.0,0
2026-04-02T13:30:12.335886,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,14,0.0,0
2026-04-02T13:30:12.542805,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,13,0.0,0
2026-04-02T13:30:12.721695,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,12,0.0,0
2026-04-02T13:30:12.912187,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,11,0.0,0
2026-04-02T13:30:13.110346,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,10,0.0,0
2026-04-02T13:30:13.295633,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,9,0.0,0
2026-04-02T13:30:13.511209,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,8,0.0,0
2026-04-02T13:30:13.741447,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,7,0.0,0
2026-04-02T13:30:14.114413,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,6,0.0,0
2026-04-02T13:30:14.787647,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,5,0.0,0
2026-04-02T13:30:15.535916,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,4,0.0,0
2026-04-02T13:30:17.521495,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,5,0.0,0
2026-04-02T13:30:48.749831,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,4,0.0,0
2026-04-02T13:30:49.744166,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,3,0.0,0
2026-04-02T13:30:50.332315,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,2,0.0,0
2026-04-02T13:30:50.554913,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,1,0.0,0
2026-04-02T13:30:51.134128,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,0,0.0,0
2026-04-02T13:30:51.458309,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,0,0.0,0
2026-04-02T13:30:52.097612,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,0,0.0,0
2026-04-02T13:30:53.127511,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,1,0.0,0
2026-04-02T13:30:53.797933,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,2,0.0,0
2026-04-02T13:30:57.749183,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,3,0.0,0
2026-04-02T13:30:58.449416,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,4,0.0,0
2026-04-02T13:30:59.325348,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,5,0.0,0
2026-04-02T13:31:06.917663,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,4,0.0,0
2026-04-02T13:31:07.556154,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,3,0.0,0
2026-04-02T13:31:07.798789,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,2,0.0,0
2026-04-02T13:31:07.994279,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,1,0.0,0
2026-04-02T13:31:08.181956,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,0,0.0,0
2026-04-02T13:31:08.397475,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,0,0.0,0
2026-04-02T13:31:23.448122,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,1,0.0,0
2026-04-02T13:31:23.673121,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,2,0.0,0
2026-04-02T13:31:23.954848,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,3,0.0,0
2026-04-02T13:31:24.542865,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,4,0.0,0
2026-04-02T13:31:25.230777,9fa9c6b7-0166-457a-ab09-f453df03f135,,13626e5a-c78e-43e4-83cb-76d2e254548e,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,5,0.0,0
2026-04-02T13:39:31.219894,48e2de06-60a7-45ad-8365-3bd56018dbf7,,6edcb395-3443-403b-a81c-696a399c7825,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,0,0.0,0
2026-04-02T13:39:33.054308,48e2de06-60a7-45ad-8365-3bd56018dbf7,,6edcb395-3443-403b-a81c-696a399c7825,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,1,0.0,0
2026-04-02T13:39:35.058733,48e2de06-60a7-45ad-8365-3bd56018dbf7,,6edcb395-3443-403b-a81c-696a399c7825,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,2,0.0,0
2026-04-02T13:39:36.004597,48e2de06-60a7-45ad-8365-3bd56018dbf7,,6edcb395-3443-403b-a81c-696a399c7825,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,3,0.0,0
2026-04-02T13:39:38.442791,48e2de06-60a7-45ad-8365-3bd56018dbf7,,6edcb395-3443-403b-a81c-696a399c7825,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,4,0.0,0
2026-04-02T13:39:38.460716,48e2de06-60a7-45ad-8365-3bd56018dbf7,,6edcb395-3443-403b-a81c-696a399c7825,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,5,0.0,0
2026-04-02T13:39:39.262563,48e2de06-60a7-45ad-8365-3bd56018dbf7,,6edcb395-3443-403b-a81c-696a399c7825,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,6,0.0,0
2026-04-02T13:39:39.995190,48e2de06-60a7-45ad-8365-3bd56018dbf7,,6edcb395-3443-403b-a81c-696a399c7825,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,7,0.0,0
2026-04-02T13:39:42.109724,48e2de06-60a7-45ad-8365-3bd56018dbf7,,6edcb395-3443-403b-a81c-696a399c7825,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,8,0.0,0
2026-04-02T13:39:42.119782,48e2de06-60a7-45ad-8365-3bd56018dbf7,,6edcb395-3443-403b-a81c-696a399c7825,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,9,0.0,0
2026-04-02T13:39:42.395038,48e2de06-60a7-45ad-8365-3bd56018dbf7,,6edcb395-3443-403b-a81c-696a399c7825,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,10,0.0,0
2026-04-02T13:39:43.141302,48e2de06-60a7-45ad-8365-3bd56018dbf7,,6edcb395-3443-403b-a81c-696a399c7825,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,11,0.0,0
2026-04-02T13:44:22.095508,ec101ec1-dbf8-42ae-b19a-9c425bb9ca9c,,46e1d55d-a416-4cb5-93bf-a79c9f70f8f9,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,0,0.0,0
2026-04-02T13:44:25.649215,ec101ec1-dbf8-42ae-b19a-9c425bb9ca9c,,46e1d55d-a416-4cb5-93bf-a79c9f70f8f9,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,1,0.0,0
2026-04-02T13:44:26.348637,ec101ec1-dbf8-42ae-b19a-9c425bb9ca9c,,46e1d55d-a416-4cb5-93bf-a79c9f70f8f9,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,2,0.0,0
2026-04-02T13:44:28.242991,ec101ec1-dbf8-42ae-b19a-9c425bb9ca9c,,46e1d55d-a416-4cb5-93bf-a79c9f70f8f9,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,1,0.0,0
2026-04-02T13:44:28.745473,ec101ec1-dbf8-42ae-b19a-9c425bb9ca9c,,46e1d55d-a416-4cb5-93bf-a79c9f70f8f9,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,0,0.0,0
2026-04-02T14:00:00.536423,3154745b-d373-4af0-b336-658861505f14,,5d6314e1-73ab-40df-936a-5e2e28d9905a,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,0,0.0,0
2026-04-02T14:00:02.322774,3154745b-d373-4af0-b336-658861505f14,,5d6314e1-73ab-40df-936a-5e2e28d9905a,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,1,0.0,0
2026-04-02T14:00:04.673697,3154745b-d373-4af0-b336-658861505f14,,5d6314e1-73ab-40df-936a-5e2e28d9905a,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,2,0.0,0
2026-04-02T14:00:04.683503,3154745b-d373-4af0-b336-658861505f14,,5d6314e1-73ab-40df-936a-5e2e28d9905a,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,3,0.0,0
2026-04-02T14:09:51.890898,758db73d-a874-4d52-932e-74a4ab3a3d75,,a1cfac17-a617-4b0b-afaa-114d2cd385e6,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,0,0.0,0
2026-04-02T14:09:53.670457,758db73d-a874-4d52-932e-74a4ab3a3d75,,a1cfac17-a617-4b0b-afaa-114d2cd385e6,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,1,0.0,0
2026-04-02T14:15:02.091150,aa640ba5-0a68-47cf-b621-0e26042c0b34,,b9fe8ca6-c52b-487d-a487-b37bc7d3beaf,fr,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,0,0.0,0
2026-04-02T14:15:04.097665,aa640ba5-0a68-47cf-b621-0e26042c0b34,,b9fe8ca6-c52b-487d-a487-b37bc7d3beaf,fr,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,1,0.0,0
2026-04-02T14:15:05.346759,aa640ba5-0a68-47cf-b621-0e26042c0b34,,b9fe8ca6-c52b-487d-a487-b37bc7d3beaf,fr,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,2,0.0,0
2026-04-02T14:15:06.221980,aa640ba5-0a68-47cf-b621-0e26042c0b34,,b9fe8ca6-c52b-487d-a487-b37bc7d3beaf,fr,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,3,0.0,0
2026-04-02T14:15:07.178452,aa640ba5-0a68-47cf-b621-0e26042c0b34,,b9fe8ca6-c52b-487d-a487-b37bc7d3beaf,fr,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,4,0.0,0
2026-04-02T14:15:07.973752,aa640ba5-0a68-47cf-b621-0e26042c0b34,,b9fe8ca6-c52b-487d-a487-b37bc7d3beaf,fr,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,5,0.0,0
2026-04-02T14:15:08.840473,aa640ba5-0a68-47cf-b621-0e26042c0b34,,b9fe8ca6-c52b-487d-a487-b37bc7d3beaf,fr,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,6,0.0,0
2026-04-02T14:15:09.654479,aa640ba5-0a68-47cf-b621-0e26042c0b34,,b9fe8ca6-c52b-487d-a487-b37bc7d3beaf,fr,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,7,0.0,0
2026-04-02T14:15:13.285336,aa640ba5-0a68-47cf-b621-0e26042c0b34,,b9fe8ca6-c52b-487d-a487-b37bc7d3beaf,fr,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,8,0.0,0
2026-04-02T14:16:36.796982,aa640ba5-0a68-47cf-b621-0e26042c0b34,,6d8582f0-cec0-41f8-979a-0d026cdfe3ba,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,0,0.0,0
2026-04-02T14:16:38.534373,aa640ba5-0a68-47cf-b621-0e26042c0b34,,6d8582f0-cec0-41f8-979a-0d026cdfe3ba,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,1,0.0,0
2026-04-02T14:35:45.256460,73adbc5c-a85a-4a6f-bced-a3f8fb0f0bcb,,b0f05763-cf31-43e8-b098-c440e83159eb,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,0,0.0,0
2026-04-02T14:35:52.252527,73adbc5c-a85a-4a6f-bced-a3f8fb0f0bcb,,b0f05763-cf31-43e8-b098-c440e83159eb,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,1,0.0,0
2026-04-02T14:35:56.089591,73adbc5c-a85a-4a6f-bced-a3f8fb0f0bcb,,b0f05763-cf31-43e8-b098-c440e83159eb,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,0,0.0,0
2026-04-02T14:48:33.992699,5a3ad141-d873-412b-a54b-472834a24a1d,,e4df604f-23f1-44ba-bc3f-c9378a6a9473,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,0,0.0,0
2026-04-02T14:48:36.223401,5a3ad141-d873-412b-a54b-472834a24a1d,,e4df604f-23f1-44ba-bc3f-c9378a6a9473,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,1,0.0,0
2026-04-02T14:48:37.094445,5a3ad141-d873-412b-a54b-472834a24a1d,,e4df604f-23f1-44ba-bc3f-c9378a6a9473,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,2,0.0,0
2026-04-02T14:48:38.012394,5a3ad141-d873-412b-a54b-472834a24a1d,,e4df604f-23f1-44ba-bc3f-c9378a6a9473,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,3,0.0,0
2026-04-02T14:48:38.760686,5a3ad141-d873-412b-a54b-472834a24a1d,,e4df604f-23f1-44ba-bc3f-c9378a6a9473,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,4,0.0,0
2026-04-02T14:48:39.570824,5a3ad141-d873-412b-a54b-472834a24a1d,,e4df604f-23f1-44ba-bc3f-c9378a6a9473,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,5,0.0,0
2026-04-02T14:48:40.332220,5a3ad141-d873-412b-a54b-472834a24a1d,,e4df604f-23f1-44ba-bc3f-c9378a6a9473,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,6,0.0,0
2026-04-02T14:48:41.110802,5a3ad141-d873-412b-a54b-472834a24a1d,,e4df604f-23f1-44ba-bc3f-c9378a6a9473,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,7,0.0,0
2026-04-02T14:48:41.950225,5a3ad141-d873-412b-a54b-472834a24a1d,,e4df604f-23f1-44ba-bc3f-c9378a6a9473,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,8,0.0,0
2026-04-02T14:48:42.641450,5a3ad141-d873-412b-a54b-472834a24a1d,,e4df604f-23f1-44ba-bc3f-c9378a6a9473,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,9,0.0,0
2026-04-02T14:48:43.309482,5a3ad141-d873-412b-a54b-472834a24a1d,,e4df604f-23f1-44ba-bc3f-c9378a6a9473,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,10,0.0,0
2026-04-02T14:48:43.995068,5a3ad141-d873-412b-a54b-472834a24a1d,,e4df604f-23f1-44ba-bc3f-c9378a6a9473,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,11,0.0,0
2026-04-02T14:48:44.599078,5a3ad141-d873-412b-a54b-472834a24a1d,,e4df604f-23f1-44ba-bc3f-c9378a6a9473,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,12,0.0,0
2026-04-02T14:48:45.271978,5a3ad141-d873-412b-a54b-472834a24a1d,,e4df604f-23f1-44ba-bc3f-c9378a6a9473,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,13,0.0,0
2026-04-02T14:48:45.953328,5a3ad141-d873-412b-a54b-472834a24a1d,,e4df604f-23f1-44ba-bc3f-c9378a6a9473,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,14,0.0,0
2026-04-02T14:48:46.684663,5a3ad141-d873-412b-a54b-472834a24a1d,,e4df604f-23f1-44ba-bc3f-c9378a6a9473,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,15,0.0,0
2026-04-02T14:48:47.402528,5a3ad141-d873-412b-a54b-472834a24a1d,,e4df604f-23f1-44ba-bc3f-c9378a6a9473,en,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,16,0.0,0
2026-04-02T14:49:56.979435,5a3ad141-d873-412b-a54b-472834a24a1d,,5c497a43-6b3f-481d-93d2-c95e21c77d80,fr,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,0,0.0,0
2026-04-02T14:49:59.208263,5a3ad141-d873-412b-a54b-472834a24a1d,,5c497a43-6b3f-481d-93d2-c95e21c77d80,fr,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,1,0.0,0
2026-04-02T14:50:00.370636,5a3ad141-d873-412b-a54b-472834a24a1d,,5c497a43-6b3f-481d-93d2-c95e21c77d80,fr,lycée,section_start,,0,0.0,0.0,0.0,0.0,False,,0,2,0.0,0
